Student_ID,Student_Name,Gender,Date_of_Birth,Class,Section,Admission_Date,Roll_Number,Guardian_Name,Guardian_Contact,Fee_Status,Scholarship,Performance_Category
1052,Student_1052,Female,2016-12-27,1,B,2023-10-05,Roll_1052,Guardian_1052,03456153436,Paid,No,High
1053,Student_1053,Female,2014-07-07,1,B,2023-08-29,Roll_1053,Guardian_1053,03397647935,Paid,Yes,Average
1054,Student_1054,Female,2017-08-06,1,B,2022-12-23,Roll_1054,Guardian_1054,03430452053,Unpaid,No,Average
1055,Student_1055,Male,2014-10-27,1,A,2023-10-22,Roll_1055,Guardian_1055,03349638633,Unpaid,No,Average
1056,Student_1056,Male,2017-05-22,1,A,2022-06-23,Roll_1056,Guardian_1056,03252356666,Unpaid,Yes,Average
1057,Student_1057,Male,2012-03-26,1,A,2022-10-29,Roll_1057,Guardian_1057,03113113281,Paid,Yes,Average
1058,Student_1058,Male,2015-02-09,1,B,2024-04-28,Roll_1058,Guardian_1058,03438102715,Paid,No,Average
1059,Student_1059,Male,2017-05-11,1,B,2022-01-12,Roll_1059,Guardian_1059,03157223618,Unpaid,Yes,Average
1060,Student_1060,Female,2010-07-25,1,A,2023-05-26,Roll_1060,Guardian_1060,03165153902,Unpaid,Yes,Low
1061,Student_1061,Female,2018-06-21,1,B,2024-06-25,Roll_1061,Guardian_1061,03428915210,Unpaid,No,Average
1062,Student_1062,Female,2015-01-18,1,A,2023-06-15,Roll_1062,Guardian_1062,03232735822,Unpaid,No,Average
1063,Student_1063,Male,2018-01-01,1,A,2023-08-09,Roll_1063,Guardian_1063,03225892782,Unpaid,No,Average
1064,Student_1064,Male,2011-07-21,1,B,2022-11-05,Roll_1064,Guardian_1064,03224157563,Unpaid,Yes,Low
1065,Student_1065,Female,2013-09-17,1,A,2024-08-12,Roll_1065,Guardian_1065,03323217093,Paid,Yes,High
1066,Student_1066,Male,2018-08-02,1,B,2024-02-19,Roll_1066,Guardian_1066,03356076544,Paid,No,Average
1067,Student_1067,Female,2016-01-14,1,B,2023-03-28,Roll_1067,Guardian_1067,03362116207,Paid,No,Low
1068,Student_1068,Female,2013-10-08,1,B,2024-04-08,Roll_1068,Guardian_1068,03488791919,Paid,No,Average
1069,Student_1069,Male,2014-06-02,1,A,2022-02-25,Roll_1069,Guardian_1069,03145068948,Unpaid,Yes,Low
1070,Student_1070,Female,2014-04-02,1,B,2023-11-02,Roll_1070,Guardian_1070,03213634251,Unpaid,No,Average
1071,Student_1071,Female,2012-10-30,2,B,2022-06-17,Roll_1071,Guardian_1071,03352494060,Paid,Yes,Average
1072,Student_1072,Male,2018-10-05,2,B,2022-03-24,Roll_1072,Guardian_1072,03116659103,Paid,Yes,Average
1073,Student_1073,Male,2011-06-02,2,A,2024-08-27,Roll_1073,Guardian_1073,03459412982,Paid,Yes,Average
1074,Student_1074,Female,2011-11-19,2,B,2022-08-23,Roll_1074,Guardian_1074,03187921097,Unpaid,Yes,Average
1075,Student_1075,Female,2014-06-13,2,A,2023-02-11,Roll_1075,Guardian_1075,03140800296,Paid,Yes,Low
1076,Student_1076,Male,2018-12-06,2,B,2022-03-26,Roll_1076,Guardian_1076,03286403601,Unpaid,No,Low
1077,Student_1077,Female,2010-02-21,2,A,2024-05-10,Roll_1077,Guardian_1077,03363175037,Paid,No,Average
1078,Student_1078,Female,2017-12-07,2,B,2022-11-10,Roll_1078,Guardian_1078,03333800381,Paid,No,Average
1079,Student_1079,Female,2013-08-13,2,B,2023-05-18,Roll_1079,Guardian_1079,03146526788,Unpaid,No,Average
1080,Student_1080,Female,2013-10-09,2,A,2022-02-28,Roll_1080,Guardian_1080,03365378780,Unpaid,Yes,Low
1081,Student_1081,Female,2013-10-26,2,B,2023-07-27,Roll_1081,Guardian_1081,03420058281,Unpaid,Yes,Average
1082,Student_1082,Female,2015-06-25,2,A,2023-05-08,Roll_1082,Guardian_1082,03470768067,Unpaid,No,High
1083,Student_1083,Male,2013-04-20,2,B,2023-03-30,Roll_1083,Guardian_1083,03317111200,Paid,No,Low
1084,Student_1084,Female,2014-10-09,2,B,2023-11-09,Roll_1084,Guardian_1084,03288876837,Unpaid,No,Average
1085,Student_1085,Male,2018-02-02,2,B,2023-01-30,Roll_1085,Guardian_1085,03269408512,Paid,Yes,Average
1086,Student_1086,Female,2013-02-06,2,A,2024-12-10,Roll_1086,Guardian_1086,03420399589,Unpaid,Yes,Average
1087,Student_1087,Female,2012-01-05,2,A,2023-09-12,Roll_1087,Guardian_1087,03107595844,Paid,No,Average
1088,Student_1088,Female,2017-10-27,2,A,2022-09-16,Roll_1088,Guardian_1088,03442453662,Unpaid,Yes,Low
1089,Student_1089,Female,2015-05-15,2,A,2024-06-21,Roll_1089,Guardian_1089,03282915107,Paid,Yes,Average
1090,Student_1090,Female,2011-04-13,2,B,2022-05-14,Roll_1090,Guardian_1090,03315128168,Unpaid,Yes,Low
1091,Student_1091,Female,2010-12-15,2,A,2023-05-24,Roll_1091,Guardian_1091,03163593198,Unpaid,Yes,Average
1092,Student_1092,Female,2013-05-02,2,B,2024-05-28,Roll_1092,Guardian_1092,03263949768,Paid,Yes,Average
1093,Student_1093,Female,2017-05-29,2,A,2022-06-16,Roll_1093,Guardian_1093,03184319384,Paid,Yes,Average
1094,Student_1094,Female,2015-01-20,2,A,2024-08-20,Roll_1094,Guardian_1094,03256368642,Paid,Yes,Average
1095,Student_1095,Female,2010-10-19,2,B,2023-04-24,Roll_1095,Guardian_1095,03242031682,Paid,No,Average
1096,Student_1096,Male,2012-12-24,2,A,2022-10-19,Roll_1096,Guardian_1096,03138337865,Paid,Yes,Average
1097,Student_1097,Female,2014-12-04,2,B,2022-09-12,Roll_1097,Guardian_1097,03351630304,Unpaid,No,Average
1098,Student_1098,Female,2014-11-29,2,B,2022-06-14,Roll_1098,Guardian_1098,03421068488,Paid,No,Average
1099,Student_1099,Male,2011-01-10,2,B,2023-04-14,Roll_1099,Guardian_1099,03462011178,Paid,No,Average
1100,Student_1100,Male,2015-04-12,2,A,2024-11-28,Roll_1100,Guardian_1100,03449776495,Unpaid,No,Low
1101,Student_1101,Female,2017-02-13,2,A,2024-10-04,Roll_1101,Guardian_1101,03148985393,Unpaid,No,Low
1102,Student_1102,Male,2011-10-21,2,B,2023-11-07,Roll_1102,Guardian_1102,03321000275,Unpaid,No,Average
1103,Student_1103,Male,2015-02-06,2,B,2022-06-30,Roll_1103,Guardian_1103,03268855112,Unpaid,No,Low
1104,Student_1104,Female,2015-10-09,2,A,2022-01-03,Roll_1104,Guardian_1104,03453078729,Unpaid,No,Low
1105,Student_1105,Female,2016-12-25,2,A,2024-10-17,Roll_1105,Guardian_1105,03435763762,Unpaid,Yes,Average
1106,Student_1106,Male,2013-03-25,2,A,2024-06-16,Roll_1106,Guardian_1106,03474870130,Unpaid,Yes,Average
1107,Student_1107,Male,2017-12-17,2,A,2022-11-21,Roll_1107,Guardian_1107,03266832711,Paid,No,Low
1108,Student_1108,Male,2015-03-06,2,A,2022-08-29,Roll_1108,Guardian_1108,03447736490,Paid,No,Average
1109,Student_1109,Female,2014-08-29,2,B,2024-09-15,Roll_1109,Guardian_1109,03353521065,Paid,No,Average
1110,Student_1110,Male,2010-10-13,2,A,2023-07-20,Roll_1110,Guardian_1110,03322770516,Unpaid,No,Average
1111,Student_1111,Female,2016-08-01,2,A,2024-09-29,Roll_1111,Guardian_1111,03179776556,Unpaid,No,Average
1112,Student_1112,Female,2015-02-09,2,B,2023-10-22,Roll_1112,Guardian_1112,03201281970,Paid,No,Average
1113,Student_1113,Female,2010-06-28,2,A,2023-10-14,Roll_1113,Guardian_1113,03499810534,Unpaid,No,Low
1114,Student_1114,Male,2015-07-22,2,B,2022-03-17,Roll_1114,Guardian_1114,03167777949,Unpaid,Yes,Low
1115,Student_1115,Female,2010-03-04,2,B,2022-10-23,Roll_1115,Guardian_1115,03320105593,Paid,Yes,High
1116,Student_1116,Female,2013-10-18,2,B,2024-03-25,Roll_1116,Guardian_1116,03448878398,Paid,No,Low
1117,Student_1117,Female,2016-01-26,2,B,2022-03-15,Roll_1117,Guardian_1117,03431496025,Paid,Yes,Low
1118,Student_1118,Male,2014-11-13,2,B,2022-07-21,Roll_1118,Guardian_1118,03440240773,Paid,No,Low
1119,Student_1119,Male,2010-07-08,2,A,2023-10-27,Roll_1119,Guardian_1119,03130128780,Unpaid,No,Average
1120,Student_1120,Male,2015-12-16,2,B,2024-04-23,Roll_1120,Guardian_1120,03403830315,Paid,Yes,Average
1121,Student_1121,Female,2016-12-13,2,A,2023-05-09,Roll_1121,Guardian_1121,03367183069,Paid,Yes,High
1122,Student_1122,Female,2012-11-11,2,B,2022-01-20,Roll_1122,Guardian_1122,03349780938,Unpaid,Yes,Average
1123,Student_1123,Female,2016-08-03,2,A,2023-09-05,Roll_1123,Guardian_1123,03443027603,Unpaid,No,Average
1124,Student_1124,Male,2014-04-25,2,B,2024-09-16,Roll_1124,Guardian_1124,03157259039,Paid,No,Low
1125,Student_1125,Female,2010-03-31,2,B,2024-03-21,Roll_1125,Guardian_1125,03247360534,Paid,Yes,Average
1126,Student_1126,Female,2018-09-13,2,B,2023-04-17,Roll_1126,Guardian_1126,03425915537,Unpaid,Yes,Low
1127,Student_1127,Male,2017-01-17,2,A,2022-07-18,Roll_1127,Guardian_1127,03436864007,Paid,No,Average
1128,Student_1128,Female,2018-03-19,2,B,2022-09-27,Roll_1128,Guardian_1128,03148389986,Unpaid,No,High
1129,Student_1129,Male,2018-10-27,2,B,2024-01-20,Roll_1129,Guardian_1129,03384999199,Unpaid,Yes,Average
1130,Student_1130,Female,2013-04-23,2,B,2023-11-25,Roll_1130,Guardian_1130,03161831266,Unpaid,Yes,Low
1131,Student_1131,Female,2016-04-01,3,A,2024-01-20,Roll_1131,Guardian_1131,03148480985,Unpaid,Yes,Low
1132,Student_1132,Female,2014-02-18,3,B,2023-06-21,Roll_1132,Guardian_1132,03413833311,Unpaid,No,Average
1133,Student_1133,Female,2010-04-13,3,A,2023-11-03,Roll_1133,Guardian_1133,03427535387,Paid,Yes,Average
1134,Student_1134,Female,2017-04-13,3,B,2024-04-16,Roll_1134,Guardian_1134,03162639917,Paid,Yes,Low
1135,Student_1135,Female,2011-04-21,3,A,2022-07-19,Roll_1135,Guardian_1135,03226057305,Paid,No,Average
1136,Student_1136,Female,2016-08-02,3,B,2022-11-13,Roll_1136,Guardian_1136,03322739435,Paid,No,Average
1137,Student_1137,Female,2010-05-15,3,B,2024-01-29,Roll_1137,Guardian_1137,03216645773,Unpaid,No,Low
1138,Student_1138,Male,2017-09-09,3,A,2024-01-23,Roll_1138,Guardian_1138,03392307880,Unpaid,Yes,Low
1139,Student_1139,Male,2015-02-06,3,B,2022-07-07,Roll_1139,Guardian_1139,03455821257,Paid,Yes,Average
1140,Student_1140,Male,2011-05-31,3,A,2023-02-25,Roll_1140,Guardian_1140,03136834794,Paid,Yes,Low
1141,Student_1141,Male,2018-11-05,3,A,2022-01-06,Roll_1141,Guardian_1141,03248860798,Paid,Yes,Average
1142,Student_1142,Male,2017-05-31,3,B,2022-02-22,Roll_1142,Guardian_1142,03170761320,Paid,No,Low
1143,Student_1143,Male,2011-12-15,3,A,2023-06-28,Roll_1143,Guardian_1143,03128131510,Paid,No,Average
1144,Student_1144,Female,2015-01-11,3,A,2024-01-12,Roll_1144,Guardian_1144,03375542528,Paid,No,Average
1145,Student_1145,Male,2018-02-26,3,A,2024-12-03,Roll_1145,Guardian_1145,03261936551,Unpaid,Yes,Low
1146,Student_1146,Female,2014-10-13,3,A,2022-08-10,Roll_1146,Guardian_1146,03363211084,Unpaid,Yes,Low
1147,Student_1147,Male,2010-09-27,3,A,2022-09-16,Roll_1147,Guardian_1147,03247648089,Unpaid,No,Average
1148,Student_1148,Female,2011-02-11,3,B,2022-08-23,Roll_1148,Guardian_1148,03451496342,Paid,No,Average
1149,Student_1149,Female,2013-10-20,3,B,2024-07-17,Roll_1149,Guardian_1149,03314066637,Unpaid,Yes,Low
1150,Student_1150,Female,2014-03-14,3,B,2022-11-09,Roll_1150,Guardian_1150,03468734232,Unpaid,Yes,Average
1151,Student_1151,Male,2014-11-04,3,A,2022-07-17,Roll_1151,Guardian_1151,03499748157,Unpaid,Yes,Low
1152,Student_1152,Female,2017-07-07,3,A,2022-09-08,Roll_1152,Guardian_1152,03320551207,Unpaid,No,Average
1153,Student_1153,Female,2013-12-11,3,A,2022-08-01,Roll_1153,Guardian_1153,03410267641,Paid,Yes,Low
1154,Student_1154,Male,2013-12-05,3,B,2024-01-23,Roll_1154,Guardian_1154,03161678583,Unpaid,Yes,Average
1155,Student_1155,Male,2016-10-30,3,B,2023-07-02,Roll_1155,Guardian_1155,03115544122,Paid,No,Low
1156,Student_1156,Female,2010-01-26,3,B,2023-01-07,Roll_1156,Guardian_1156,03176907558,Unpaid,Yes,Low
1157,Student_1157,Male,2011-01-11,3,A,2024-12-22,Roll_1157,Guardian_1157,03215498586,Unpaid,No,Average
1158,Student_1158,Female,2013-06-30,3,B,2023-10-27,Roll_1158,Guardian_1158,03404724469,Paid,Yes,Average
1159,Student_1159,Male,2017-07-23,3,A,2022-06-17,Roll_1159,Guardian_1159,03246084101,Unpaid,No,Average
1160,Student_1160,Female,2013-01-23,3,B,2023-03-18,Roll_1160,Guardian_1160,03375063830,Paid,No,Average
1161,Student_1161,Female,2015-11-29,3,B,2023-09-24,Roll_1161,Guardian_1161,03124383261,Paid,No,High
1162,Student_1162,Female,2012-05-15,3,A,2022-10-09,Roll_1162,Guardian_1162,03237180991,Unpaid,No,High
1163,Student_1163,Female,2011-12-21,3,A,2022-09-22,Roll_1163,Guardian_1163,03304122316,Paid,No,High
1164,Student_1164,Male,2014-11-22,3,A,2022-02-08,Roll_1164,Guardian_1164,03346828682,Paid,No,Average
1165,Student_1165,Female,2013-03-31,3,B,2022-08-24,Roll_1165,Guardian_1165,03317450064,Paid,No,Average
1166,Student_1166,Female,2017-09-25,3,A,2024-01-12,Roll_1166,Guardian_1166,03147314370,Unpaid,Yes,Low
1167,Student_1167,Female,2015-11-17,3,A,2022-06-11,Roll_1167,Guardian_1167,03312475625,Unpaid,No,Average
1168,Student_1168,Male,2010-11-09,3,A,2024-11-11,Roll_1168,Guardian_1168,03439959904,Paid,Yes,Average
1169,Student_1169,Male,2012-08-25,3,B,2022-07-30,Roll_1169,Guardian_1169,03178621642,Unpaid,Yes,Average
1170,Student_1170,Male,2011-12-27,3,A,2024-10-08,Roll_1170,Guardian_1170,03349082907,Unpaid,No,Average
1171,Student_1171,Male,2015-04-05,3,B,2024-06-24,Roll_1171,Guardian_1171,03438972304,Unpaid,No,Average
1172,Student_1172,Male,2013-06-25,3,A,2024-08-03,Roll_1172,Guardian_1172,03342619410,Paid,Yes,Average
1173,Student_1173,Male,2017-03-25,3,B,2022-07-04,Roll_1173,Guardian_1173,03430180112,Unpaid,No,Low
1174,Student_1174,Male,2013-08-09,3,A,2024-09-01,Roll_1174,Guardian_1174,03369169522,Paid,Yes,Average
1175,Student_1175,Female,2018-01-04,3,B,2022-06-22,Roll_1175,Guardian_1175,03370877683,Paid,Yes,High
1176,Student_1176,Female,2015-11-17,3,A,2024-12-06,Roll_1176,Guardian_1176,03427386786,Paid,No,Average
1177,Student_1177,Female,2014-08-02,3,B,2023-11-24,Roll_1177,Guardian_1177,03464480437,Paid,No,Low
1178,Student_1178,Female,2013-03-09,3,A,2023-06-01,Roll_1178,Guardian_1178,03488551545,Paid,No,Average
1179,Student_1179,Male,2013-12-03,3,A,2023-09-28,Roll_1179,Guardian_1179,03452216694,Unpaid,Yes,Average
1180,Student_1180,Female,2017-03-20,3,A,2023-11-04,Roll_1180,Guardian_1180,03168608752,Paid,No,Average
1181,Student_1181,Female,2012-01-09,3,B,2023-03-15,Roll_1181,Guardian_1181,03283466155,Unpaid,Yes,High
1182,Student_1182,Male,2010-11-13,3,A,2023-08-29,Roll_1182,Guardian_1182,03154299533,Paid,No,Low
1183,Student_1183,Male,2011-10-27,3,A,2023-01-06,Roll_1183,Guardian_1183,03471968670,Paid,No,Average
1184,Student_1184,Male,2014-12-25,3,A,2023-08-07,Roll_1184,Guardian_1184,03341016365,Paid,Yes,Average
1185,Student_1185,Male,2014-02-15,4,B,2024-06-21,Roll_1185,Guardian_1185,03347862548,Unpaid,No,Low
1186,Student_1186,Male,2018-12-26,4,B,2022-10-11,Roll_1186,Guardian_1186,03234219454,Paid,No,Low
1187,Student_1187,Male,2017-12-23,4,B,2024-11-22,Roll_1187,Guardian_1187,03166935868,Unpaid,Yes,Average
1188,Student_1188,Male,2014-11-27,4,A,2022-07-07,Roll_1188,Guardian_1188,03219205747,Unpaid,No,Average
1189,Student_1189,Female,2015-08-19,4,A,2024-02-05,Roll_1189,Guardian_1189,03226582388,Unpaid,Yes,Average
1190,Student_1190,Female,2011-02-10,4,B,2023-11-18,Roll_1190,Guardian_1190,03178409624,Paid,Yes,Average
1191,Student_1191,Female,2017-10-22,4,B,2022-10-12,Roll_1191,Guardian_1191,03478781849,Unpaid,No,Low
1192,Student_1192,Male,2012-11-14,4,A,2023-03-18,Roll_1192,Guardian_1192,03180272735,Unpaid,Yes,Low
1193,Student_1193,Male,2010-07-15,4,B,2023-05-04,Roll_1193,Guardian_1193,03325392121,Unpaid,Yes,Average
1194,Student_1194,Female,2016-09-10,4,A,2022-02-03,Roll_1194,Guardian_1194,03439278225,Paid,Yes,Low
1195,Student_1195,Female,2012-09-12,4,B,2024-05-03,Roll_1195,Guardian_1195,03200563388,Paid,No,Average
1196,Student_1196,Male,2014-05-19,4,A,2024-08-20,Roll_1196,Guardian_1196,03123372367,Unpaid,No,Low
1197,Student_1197,Female,2018-11-04,4,B,2022-05-19,Roll_1197,Guardian_1197,03285114431,Paid,Yes,Average
1198,Student_1198,Female,2016-02-15,4,B,2023-11-25,Roll_1198,Guardian_1198,03445098270,Paid,No,High
1199,Student_1199,Male,2010-09-16,4,B,2024-07-26,Roll_1199,Guardian_1199,03119855522,Unpaid,Yes,Average
1200,Student_1200,Male,2013-07-16,4,A,2023-09-28,Roll_1200,Guardian_1200,03376694456,Unpaid,No,Low
1201,Student_1201,Male,2013-03-17,4,B,2024-01-02,Roll_1201,Guardian_1201,03125664592,Unpaid,No,High
1202,Student_1202,Female,2014-06-27,4,A,2024-06-19,Roll_1202,Guardian_1202,03307578330,Unpaid,Yes,Low
1203,Student_1203,Female,2018-12-10,4,B,2024-11-29,Roll_1203,Guardian_1203,03243194581,Paid,No,Average
1204,Student_1204,Male,2016-02-13,4,A,2023-08-25,Roll_1204,Guardian_1204,03272449074,Paid,Yes,Average
1205,Student_1205,Female,2015-01-01,4,B,2024-05-22,Roll_1205,Guardian_1205,03189466728,Unpaid,No,Average
1206,Student_1206,Female,2016-11-23,4,B,2024-06-09,Roll_1206,Guardian_1206,03247400786,Paid,Yes,High
1207,Student_1207,Male,2010-05-08,4,B,2022-10-20,Roll_1207,Guardian_1207,03426188217,Unpaid,Yes,Average
1208,Student_1208,Female,2014-01-23,4,A,2024-02-24,Roll_1208,Guardian_1208,03404537151,Paid,Yes,High
1209,Student_1209,Female,2014-12-24,4,B,2022-06-07,Roll_1209,Guardian_1209,03408121909,Paid,No,Low
1210,Student_1210,Female,2012-10-19,4,B,2022-08-21,Roll_1210,Guardian_1210,03113912117,Paid,No,Average
1211,Student_1211,Male,2012-12-08,4,B,2023-06-18,Roll_1211,Guardian_1211,03477977423,Unpaid,Yes,Low
1212,Student_1212,Female,2012-03-30,4,B,2022-09-09,Roll_1212,Guardian_1212,03172868638,Paid,No,Average
1213,Student_1213,Female,2010-12-26,4,A,2023-10-17,Roll_1213,Guardian_1213,03458543756,Unpaid,Yes,Low
1214,Student_1214,Male,2017-12-25,4,B,2022-12-23,Roll_1214,Guardian_1214,03294074636,Paid,Yes,Low
1215,Student_1215,Male,2018-11-12,4,A,2024-10-08,Roll_1215,Guardian_1215,03114111130,Unpaid,No,Low
1216,Student_1216,Male,2016-11-11,4,B,2022-06-26,Roll_1216,Guardian_1216,03135298247,Unpaid,No,Low
1217,Student_1217,Female,2016-06-12,4,B,2022-06-01,Roll_1217,Guardian_1217,03167284302,Unpaid,Yes,Average
1218,Student_1218,Female,2011-06-10,4,B,2023-01-08,Roll_1218,Guardian_1218,03169274043,Unpaid,Yes,Average
1219,Student_1219,Female,2011-11-06,4,A,2022-11-28,Roll_1219,Guardian_1219,03273227168,Paid,No,Average
1220,Student_1220,Female,2012-03-15,4,B,2023-07-17,Roll_1220,Guardian_1220,03167200288,Unpaid,Yes,Low
1221,Student_1221,Male,2011-12-03,4,A,2023-11-23,Roll_1221,Guardian_1221,03402590128,Paid,Yes,Average
1222,Student_1222,Female,2017-04-21,4,A,2023-03-08,Roll_1222,Guardian_1222,03407163822,Unpaid,Yes,High
1223,Student_1223,Female,2017-03-14,4,B,2023-09-11,Roll_1223,Guardian_1223,03359279025,Paid,No,Low
1224,Student_1224,Male,2011-10-10,4,B,2024-06-19,Roll_1224,Guardian_1224,03323135225,Unpaid,No,Average
1225,Student_1225,Male,2013-07-04,4,A,2023-10-16,Roll_1225,Guardian_1225,03494170489,Unpaid,No,Average
1226,Student_1226,Male,2013-07-31,4,A,2023-05-11,Roll_1226,Guardian_1226,03350435553,Paid,No,Low
1227,Student_1227,Male,2010-07-27,4,B,2023-08-18,Roll_1227,Guardian_1227,03306238868,Unpaid,Yes,Average
